IMAGE	IMAGE
お願い	お願いします。早く会いたいよ|お願い///|12:00に伊勢市駅でお願いします|うん、お願いします。|よろしくお願いします。|お願いします><|振り込みお願いします|うん、お願い|いや、お願いして公休とりました。|6時ぴったりのに乗るから15分でお願いしますね♡|お願いします|お料理6千円でお願いしました|諒さん、帰りにケンタお願いします！|ゴミ出しお願いします！|お金持って、お迎えお願いします|お願いしますヽノ|名倉さんに電話で聞いたよー。お花の見積もりが今日出来そう。なので挙式後にまとめて支払いお願いしますとのことでした！|ガキ使の録画予約お願いします|松屋なら牛丼 並お願いします|よろしくお願い申し上げます
筋	今日は筋トレたくさん？
トレ	今日は筋トレたくさん？
むき	わぁ！2日後にはむきむきだね！
杵	杵屋でうどんとカツ丼定食食べてきます！
カツ	杵屋でうどんとカツ丼定食食べてきます！
丼	杵屋でうどんとカツ丼定食食べてきます！|これから親子丼作ります|松屋なら牛丼 並お願いします
定食	杵屋でうどんとカツ丼定食食べてきます！
店長	店長いなかった！
浸透	三重弁少し浸透したのかな？
必須	そやもんでは必須やにー！|名前は印刷に必須なんだ
調子	今日は調子がいいです|喉の調子はどうかな？|調子どうかな？
場	その場にいるの辛いよねぁ
賢明	うんうん賢明ですね！
マメ	マメ潰れないよーに！
大詰め	レポート大詰めよー！
エナジー	エナジードリンク買ってきます
ドリンク	エナジードリンク買ってきます|ドリンク飲めば全然15時まで起きてるよ〜
カメルーン	カメルーンは知ってた！イングランドだめかぁ
イングランド	カメルーンは知ってた！イングランドだめかぁ
イベント	イベント良さそうね|今日は映画泥棒のイベントがあるみたい。今朝知って間に合わないなぁってしょんぼりです。|なんか、イベントで無料だった
ハンバーグ	ハンバーグすてーき！|うーんと、真イカのパプリカソース！とハンバーグ！|ルノアールは何があるのかな？ハンバーグ？|すまし汁だけ完成！オッケー！ならハンバーグにしようか。|冷凍してたハンバーグ？焼いてみたけど上手くいかなかった|ハンバーグにしますね！|お昼に昨日のハンバーグ食べて|今夜はハンバーグですよ〜✨|ハンバーグの買い出しに行ってきます|ハンバーグ仕込みます
麺類	麺類てめずらしー
s	http://s.tabelog.com/aichi/A2301/A230105/23049455/|http://www.amazon.co.jp/s/?ie=UTF8&keywords=ｌｅｄ照明器具+天井+和風&tag=googhydr-22&index=electronics&jp-ad-ap=0&hvadid=45864020916&hvpos=1t1&hvexid=&hvnetw=g&hvrand=3984727632002071801&hvpone=&hvptwo=&hvqmt=b&hvdev=m&ref=pd_sl_4t25bh3fsn_b|http://s.tabelog.com/mie/A2403/A240301/24000011/table/
tabelog	http://s.tabelog.com/aichi/A2301/A230105/23049455/|http://s.tabelog.com/mie/A2403/A240301/24000011/table/
aichi	http://s.tabelog.com/aichi/A2301/A230105/23049455/
疲労	うん、すごく疲労が伝わるよ
根	うーん、、、大変なお仕事なんだね。根詰めるのも大切だけど息抜きもしてね|根詰めすぎないようにね
大切	うーん、、、大変なお仕事なんだね。根詰めるのも大切だけど息抜きもしてね|うーーん、兄は現実を見せてくれて非常に私も辛いんだ。諒さんも家族も比べられないくらい大切
息抜き	うーん、、、大変なお仕事なんだね。根詰めるのも大切だけど息抜きもしてね|息抜きで！
レントゲン	レントゲンのバイトしてきました！|レントゲン撮って、|あさって、造影検査、しあさってにレントゲン撮影の予約しましたー
やり方	一年生にやり方教えてきたよー
年上	年上ばかりの後輩さんたちでした！
後輩	年上ばかりの後輩さんたちでした！
ジョジョカフェ	ジョジョカフェのバイト店員とのやりとり！|晩ごはんをジョジョカフェで頂いてきました！
店員	ジョジョカフェのバイト店員とのやりとり！|他のワイン見たい。って伝えると店員さんがその他のワインリスト持ってきてくれるらしいよ。結構高級なワインも飲めるんだとか。|メニューのワインが乗ってるページにも書いてあるのよ。「ここに記載されていないワインについては店員にお尋ね下さい。ワインメニューをお持ちします。」的な
やりとり	ジョジョカフェのバイト店員とのやりとり！
映画	今日は映画泥棒のイベントがあるみたい。今朝知って間に合わないなぁってしょんぼりです。|ジャッキーチェンがウィルスミスの息子にカンフー教える映画|錦糸町で映画観てきた！|水田わさびドラちゃんの映画観るの初めてだったから新鮮だったよ|これから映画館出るからぎりぎり
泥棒	今日は映画泥棒のイベントがあるみたい。今朝知って間に合わないなぁってしょんぼりです。
しょんぼり	今日は映画泥棒のイベントがあるみたい。今朝知って間に合わないなぁってしょんぼりです。
ダンス	ダンス見てみたかったでも、おかげで余裕で準備できました！
おかげ	ダンス見てみたかったでも、おかげで余裕で準備できました！|おかげさまで！すっごく楽しめました♡
到着	無事到着しました！ドーナツ甘くておいしかったよ|22時新宿西口到着予定です♡|何時頃到着予定です？
ドーナツ	無事到着しました！ドーナツ甘くておいしかったよ
バラ	バラの香りがまだ続いてるΣ
香り	バラの香りがまだ続いてるΣ
勝負	でも乗り越えました！明日からが勝負です
嫌	嫌になってますが、いまから記録がんばりますっ
記録	嫌になってますが、いまから記録がんばりますっ|記録遅れながらも提出できて、肩の荷がおりました！！|3週間の実習記録は全部遅刻してる
軌道	やっと軌道に乗ったところだからわくわく？
❀.❀.	いいですね❀.❀.|おつかれさまです❀.❀.|安定良いですね❀.❀.
兄ちゃん	今朝兄ちゃんのことを諒さんって間違えて呼んじゃったよ|お兄ちゃんが彼女とのLINE自慢してきてなんかさみしくなった
グラス	グラスふたつ！
父親	父親がディズニー行こうかな…なんて言ってきたので、多分諒さんに興味持ってるんだろうなぁ
サービス	ディズニーがどんなサービスを受けてみたい。って|晩ごはんどうしよう？最後の休憩で海老名サービスエリアまで来たよー。
寿	いまから寿がきやラーメン食べるところだよー
しこう	健康しこうですか！
決勝	サッカーの決勝はじまるよー
メッシ	メッシ決めてえええ
ドイツ	ドイツ負けたら罰ゲームね
罰	ドイツ負けたら罰ゲームね
言い出しっぺ	言い出しっぺにも同じペナルティーがなくっちゃフェアじゃないでしょう|それは西崎さんの親御さんが言い出しっぺやでなー
ペナルティー	言い出しっぺにも同じペナルティーがなくっちゃフェアじゃないでしょう
フェア	言い出しっぺにも同じペナルティーがなくっちゃフェアじゃないでしょう
